step,auc,balanced_accuracy
1000.0,0.5441758241758242,0.5835164835164834
2000.0,0.5454945054945056,0.5835164835164834
3000.0,0.5437362637362638,0.5835164835164834
4000.0,0.5393406593406594,0.5835164835164834
5000.0,0.5265934065934067,0.5835164835164834
6000.0,0.5125274725274725,0.5758241758241758
7000.0,0.49626373626373627,0.5395604395604395
8000.0,0.5050549450549451,0.5857142857142857
9000.0,0.5305494505494506,0.5956043956043956
10000.0,0.5296703296703297,0.5681318681318681
11000.0,0.5200000000000001,0.5681318681318681
12000.0,0.49890109890109896,0.5351648351648352
13000.0,0.49714285714285716,0.5461538461538462
14000.0,0.5041758241758242,0.5560439560439561
15000.0,0.498021978021978,0.554945054945055
16000.0,0.5178021978021978,0.5560439560439561
17000.0,0.5494505494505494,0.5934065934065934
18000.0,0.5696703296703297,0.5857142857142857
19000.0,0.5459340659340659,0.5571428571428572
20000.0,0.5591208791208792,0.5692307692307692
21000.0,0.581978021978022,0.589010989010989
22000.0,0.5894505494505495,0.6142857142857143
23000.0,0.5903296703296704,0.5956043956043956
24000.0,0.585054945054945,0.6142857142857143
25000.0,0.5912087912087911,0.5912087912087912
26000.0,0.6162637362637363,0.6098901098901099
27000.0,0.6065934065934067,0.6076923076923078
28000.0,0.5815384615384617,0.6120879120879121
29000.0,0.560879120879121,0.5780219780219781
30000.0,0.5551648351648352,0.5637362637362637
31000.0,0.5560439560439561,0.5813186813186814
32000.0,0.5498901098901099,0.5736263736263736
33000.0,0.5468131868131868,0.5769230769230769
34000.0,0.5476923076923077,0.5659340659340659
35000.0,0.5147252747252747,0.5483516483516484
36000.0,0.523076923076923,0.5703296703296703
37000.0,0.5164835164835166,0.5934065934065934
38000.0,0.5142857142857143,0.5703296703296703
39000.0,0.5230769230769231,0.578021978021978
40000.0,0.5485714285714286,0.5901098901098901
41000.0,0.5573626373626374,0.5714285714285714
42000.0,0.5463736263736264,0.5637362637362637
43000.0,0.5248351648351649,0.5615384615384615
44000.0,0.5248351648351648,0.5692307692307692
45000.0,0.5406593406593407,0.5791208791208791
46000.0,0.5643956043956044,0.5857142857142857
47000.0,0.5674725274725275,0.5813186813186814
48000.0,0.581978021978022,0.6054945054945056
49000.0,0.5832967032967034,0.6131868131868132
50000.0,0.5956043956043956,0.6252747252747253
51000.0,0.5912087912087913,0.6120879120879121
52000.0,0.5648351648351649,0.5956043956043956
53000.0,0.5718681318681319,0.6087912087912088
54000.0,0.5903296703296704,0.6
55000.0,0.5793406593406595,0.5945054945054946
56000.0,0.5868131868131868,0.5857142857142857
57000.0,0.5894505494505494,0.5989010989010989
58000.0,0.5815384615384614,0.6054945054945056
59000.0,0.5854945054945055,0.5879120879120879
60000.0,0.5621978021978022,0.5659340659340659
61000.0,0.567912087912088,0.5835164835164834
62000.0,0.5767032967032967,0.5879120879120879
63000.0,0.596923076923077,0.6164835164835165
64000.0,0.5876923076923077,0.5868131868131868
65000.0,0.5951648351648352,0.5934065934065934
66000.0,0.5934065934065934,0.5923076923076923
67000.0,0.6052747252747254,0.6131868131868132
68000.0,0.6074725274725276,0.6000000000000001
69000.0,0.6127472527472527,0.6065934065934065
70000.0,0.6246153846153847,0.6351648351648351
71000.0,0.6197802197802198,0.6197802197802198
72000.0,0.6087912087912088,0.5956043956043956
73000.0,0.621978021978022,0.6065934065934067
74000.0,0.6043956043956045,0.5945054945054945
75000.0,0.5876923076923077,0.5989010989010989
76000.0,0.578021978021978,0.5978021978021979
77000.0,0.5832967032967035,0.6131868131868132
78000.0,0.5762637362637363,0.6274725274725275
79000.0,0.5815384615384616,0.6351648351648351
80000.0,0.5723076923076924,0.6307692307692307
81000.0,0.5665934065934066,0.6384615384615385
82000.0,0.563956043956044,0.6285714285714286
83000.0,0.5736263736263736,0.6142857142857143
84000.0,0.5885714285714285,0.6351648351648351
85000.0,0.5881318681318681,0.6417582417582417
86000.0,0.5876923076923078,0.6483516483516484
87000.0,0.5863736263736263,0.6505494505494506
88000.0,0.5964835164835165,0.6505494505494506
89000.0,0.5964835164835165,0.6362637362637363
90000.0,0.6030769230769231,0.6329670329670329
91000.0,0.5973626373626374,0.621978021978022
92000.0,0.5951648351648352,0.6296703296703297
93000.0,0.5824175824175825,0.6384615384615385
94000.0,0.5736263736263737,0.6230769230769231
95000.0,0.5775824175824176,0.6098901098901099
96000.0,0.5701098901098901,0.6164835164835165
97000.0,0.5696703296703297,0.6395604395604395
98000.0,0.5701098901098902,0.6395604395604395
